RouteStopMapIID,RouteID,StopName,Longitude,Latitude
121161,40830,WUKAIR,,
121163,40830,STAFF,,
121165,40831,HILAL CBQ SIDE,,
121166,40831,HILAL AL MEERA SIDE,,
121167,40831,AL MANSOURA,,
121168,40831,STAFF,,
121169,40832,AL KHOR - STADIUM SIDE,,
121170,40832,BEHIND KABAYAN,,
121171,40832,AL KHOR BEHIND KABAYAN,,
121172,40832,AL KHOR BEHIND ANSAR GALLERY,,
121173,40832,AL KHOR BEHIND SAFARI,,
121174,40832,STAFF,,
121176,40833,UMM GHWALINA,,
121177,40833,OLD SALATA,,
121180,40833,STAFF,,
121181,40834,MUSHEIREB,,
121182,40834,BIN MAHMOUD,,
121183,40834,AL SAAD,,
121184,40834,AL NASAR,,
121185,40834,AL HITMI,,
121186,40834,STAFF,,
121188,40835,GHARAFA,,
121189,40835,KHARAITIYAT,,
121190,40835,STAFF,,
121192,40836,MADINAT KHALIFA SOUTH,,
121193,40836,AL MESSILA,,
121194,40836,STAFF,,
121195,40837,BIN OMRAN,,
121196,40837,FAREEJ KHULAIB,,
121197,40837,MARKHIYA QSC SIDE,,
121198,40837,STAFF,,
121199,40837,BEHIND AL AHLI  HOSPITAL,,
121200,40838,AL KHOR - LULU SIDE,,
121201,40838,AL KHOR BEHIND NISSAN SHOW ROOM,,
121202,40838,STAFF,,
121204,40839,NAJMA,,
121206,40839,MANSOURA,,
121209,40839,STAFF,,
121212,40840,AL KHOR OLD TOYOTA  SIDE,,
121213,40840,AL KHOR BEHIND POLICE STATION,,
121214,40840,AL KHOR BEHIND HABARI,,
121215,40840,AL KHOR OLD SPORTS CLUB,,
121216,40840,STAFF,,
121217,40841,ONAIZA,,
121218,40841,DAFNA,,
121219,40841,PEARL QATAR,,
121221,40841,CITY CENTER,,
121223,40841,STAFF,,
121224,40841,LUSAIL,,
121225,40841,LEGTAIFIYA,,
121226,40842,EZDAN 09,,
121227,40842,EZDAN OASIS,,
121228,40842,EZDAN 05,,
121229,40842,WUKAIR ( T A ),,
121230,40842,WUKAIR,,
121231,40842,MESHAF,,
121234,40842,EZDAN  06,,
121235,40843,LUQTA,,
121236,40843,AL RAYYAN,,
121237,40843,MUAITHER,,
121238,40843,SHABIYATH KHALIFA,,
121239,40843,STAFF,,
121240,40844,ABUHAMOUR,,
121241,40844,AIN KHALID,,
121242,40844,MAMOURA,,
121246,40844,NUAIJA TEYSEER SIDE,,
121248,40844,STAFF,,
121250,40845,AL KHOR OOREDOO,,
121251,40845,AL KHOR FISH MARKET,,
121252,40845,CORNICHE BEHIND LULU,,
121253,40845,AL KHOR CORNICHE BEHIND LULU,,
121254,40845,STAFF,,
121255,40845,AL SULTAN BEACH,,
121257,40846,MADINAT KHALIFA NORTH,,
121258,40846,MARKHIYA MRA,,
121259,40846,STAFF,,
121260,40846,DAFNA BEHIND AL MEERA,,
121267,40848,THUMAMA STADIUM SIDE,,
121268,40848,THUMAMA HEALTH CENTER SIDE,,
121269,40848,STAFF,,
121270,40828,MADINAT KHALIFA NORTH,,
121272,40788,SHABIYAT KHALIFA,,
121273,40849,WUKAIR,,
121274,40849,EZDAN 37,,
121275,40849,EZDAN 31,,
121276,40849,STAFF,,
121277,40850,WAKRAH,,
121278,40850,WAKRAH JABAL,,
121279,40850,STAFF,,
121280,40851,MESHAF,,
121281,40851,STAFF,,
121282,40852,AL NASR,,
121283,40852,AL SADD,,
121284,40852,STAFF,,
121285,40853,ABU HAMOUR,,
121286,40853,STAFF,,
121287,40854,OLD AIRPORT,,
121288,40854,STAFF,,
121289,40855,OLD GHANIM,,
121290,40855,UMM GHWALINA,,
121291,40855,OLD SALATA,,
121292,40855,BHND KEO,,
121293,40855,STAFF,,
121294,40856,MUSHEREIB,,
121295,40856,FAREEJ ABDUL AZIZ,,
121296,40856,STAFF,,
121297,40857,HILAL,,
121298,40857,NUAIJA,,
121299,40857,STAFF,,
121300,40851,UMM BASHER,,
121301,40851,EZDAN AL JANOUB,,
121302,40858,THUMAMA HEALTH CENTER,,
121303,40858,THUMAMA KAHRAMA,,
121304,40858,THUMAMA B SQUARE MALL,,
121305,40858,NEW THUMAMA,,
121306,40858,STAFF,,
121307,40852,GHARAFA,,
121308,40856,DOHA JADEED,,
121309,40859,AL RAYAAN,,
121310,40859,LUQTA,,
121311,40859,SHABIAYT KHALIFA,,
121312,40859,GHARAFA,,
121313,40859,STAFF,,
121314,40849,EZDAN OASIS A BLOCK,,
121315,40849,EZDAN OASIS B BLOCK,,
121316,40849,EZDAN OASIS C BLOCK,,
121317,40849,EZDAN OASIS D BLOCK,,
121318,40858,BARWA MADINATNA G,,
121319,40860,BARWA MADINATNA,,
121320,40860,BARWA VILLAGE,,
121321,40860,STAFF,,
121322,40861,BIN OMRAN,,
121323,40861,FAREEJ KHULAIB,,
121324,40861,STAFF,,
121325,40852,BIN MAHMOUD,,
121326,40850,WAKRAH SPORTS CLUB,,
121327,40857,NEW SALATA,,
121328,40850,WAKRAH QNB SIDE,,
121329,40850,WAKRAH BHND RETAIL MART,,
121330,40835,UMM SLAL MOHAMMED,,
121332,40861,MADINATH KHALIFA SOUTH,,
121333,40804,ONAIZA,,
121334,40825,BIN MAHMOUD,,
121335,40831,DOHA JADEED,,
121336,40831,ABDUL AZIZ,,
121337,40855,MANSOURA,,
121338,40855,NAJMA,,
121340,40858,MESAIMEER MASAKEEN,,
121341,40830,EV 18,,
121342,40858,BARWA CITY,,
121344,40843,DUHAIL ( BEHIND LAND MARK ),,
121345,40849,EZDAN 30,,
121346,40830,EV 30,,
121347,40862,F RING ( NEW THUMAMA ),,
121348,40862,AL JANOUB GARDEN (OPPO EV03 ),,
121349,40862,EV 04,,
121350,40862,EV 05,,
121351,40862,EV 06,,
121352,40862,EV 03,,
121353,40862,EV 07,,
121354,40862,EV 10,,
121355,40862,EV 11,,
121356,40862,EV 55,,
121357,40862,MESHAF,,
121358,40801,AL JANOUB GARDEN,,
121359,40802,EZDAN 56,,
121361,40859,BU SIDRA,,
121362,40792,WUKAIR - STAFF,,
121363,40792,EZDAN 06 - STAFF,,
121364,40858,MESAIMEER ARIANA,,
121365,40813,UMMSLAL ALI,,
121366,40853,AIN KHALID,,
121367,40859,AL SOUDAN,,
121368,40830,EV 31,,
121369,40859,AZIZIYA,,
121370,40833,OLD AL GHANIM,,
121371,40844,OLD AIRPORT,,
121372,40833,FAREEJ ABDUL AZIZ,,
121373,40833,DOHA JADEED,,
121374,40839,HILAL AL MEERA SIDE,,
121375,40839,HILAL CBQ SIDE,,
121376,40839,MUMTHAZA,,
121377,40839,NEW SALATA,,
121380,40769,JANOUB GARDEN CENTRAL PARK-2,,
121381,40830,EV 39,51.552808,25.143944
121382,40830,EV 21,,
121383,40863,JERRY MUSSABAH,,
121384,40863,EZDAN OASIS BLOCK - B,,
121385,40863,WUKAIR - MUAITHER,,
121386,40863,STAFF,,
121388,40769,JANOUB GARDEN (OPP. EV 11),,
121389,40804,LEJBAILAT,,
121391,40849,EZDAN 40,,
121392,40785,OLD GHANIM,,
121393,40785,BEHIND KEO,,
121394,40863,WAKRAH SOUTH WEST,,
121395,40863,EZDAN 35,,
121396,40799,WAKRAH SOUTH,,
121397,40799,WAKRAH JANOUB STADIUM,,
121398,40863,MESAIEED,,
121399,40828,PEARL QATAR,,
121401,40827,MESAIEED,,
121402,40862,WUKAIR T / A,,
121403,40804,LEBDAY,,
121404,40803,FAREEJ AL SOUDAN,,
121405,40833,AL WAKRAH,,
121406,40814,EZDAN OASIS BLOCK B,,
121407,40862,STAFF,,
121408,40786,WAKRAH SOUTH,,
121409,40786,WAKRAH (OOREDOO),,
121410,40842,STAFF,,
121411,40809,WAKRAH QNB SIDE,,
121412,40809,WAKRAH SOUQ SIDE,,
121413,40817,WAKRAH BHND CBQ,,
121414,40768,EZDAN 31,,
121415,40768,EZDAN 33,,
121416,40768,EZDAN 36,,
121417,40768,EZDAN 37,,
121418,40768,EZDAN 39,,
121419,40768,EZDAN 40,,
121420,40770,WAKRAH NEAR PHCC,,
121421,40862,EV 09,,
121422,40796,NEW SALATA,,
121423,40798,FAREEJ AL ALI,,
121424,40840,AL THAKHIRA,,
121425,40845,AL KHOR BEHIND ALFARDAN,,
121426,40845,AL KHOR BEHIND QNB,,
121427,40819,BARWA MADINATNA - G,,
121428,40862,EV 56,,
121429,40852,NEW FAREEJ AL HITMI,,
121430,40773,RAWDAT AL KHAIL,,
121431,40842,AL JANOUB GARDEN,,
121432,40843,MURRAH,,
121433,40795,EZDAN 20 ZAHRAT AL JANOUB,,
121434,40783,NEW THUMAMA (BHND FREE ZONE),,
121435,40783,THUMAMA (HEALTH CENTRE SIDE),,
121436,40783,THUMAMA (AL FURJAN 36 SIDE),,
121437,40849,YASMIN VILLAGE,,
121438,40781,RAWDAT AL KHAIL STREET,,
121439,40843,AIN KHALID,,
121440,40817,WAKRAH BHND KIMS,,
121441,40804,LEKBA (DUHAIL SOUTH),,
121442,40849,EZDAN 28,,
121443,40844,NUAIJA LULU SIDE,,
121444,40830,EZDAN 24,,
121445,40821,AL MANSOURA,,
121446,40830,EZDAN 20,,
121447,40822,BARWA CITY,,
121448,40864,EZDAN 28,,
121449,40864,EZDAN 30,,
121451,40864,YASMIN VILLAGE,,
121452,40864,EZDAN 27,,
121453,40864,STAFF,,
121454,40864,SAFWA COMPOUND,,
121455,40864,EZDAN 31,,
121456,40864,EZDAN 33,,
121457,40864,EZDAN 36,,
121459,40864,EZDAN 39,,
121460,40864,EZDAN 40,,
121461,40865,EZDAN 09,,
121462,40865,STAFF,,
121465,40866,AL MUFTAH VILLAGE,,
121466,40866,STAFF,,
121467,40866,WAKRAH NEAR PHCC,,
121468,40867,OLD AIRPORT,,
121469,40867,STAFF,,
121470,40868,UMM GHWAILINA,,
121471,40868,STAFF,,
121472,40869,BIN MAHMOUD,,
121473,40869,STAFF,,
121474,40869,RAWDAT AL KHAIL,,
121475,40870,AL SADD,,
121476,40870,AL NASR,,
121477,40870,STAFF,,
121478,40871,AIN KHALID,,
121479,40871,ABU HAMOUR,,
121480,40871,UM AL SANEEM,,
121481,40871,STAFF,,
121482,40872,AL KHOR,,
121483,40872,THAKHIRA,,
121484,40872,STAFF,,
121486,40873,EZDAN OASIS BLOCK B,,
121487,40873,STAFF,,
121488,40874,NAJMA,,
121490,40874,STAFF,,
121491,40874,RAWDAT AL KHAIL STREET,,
121492,40875,EZDAN 23,,
121493,40875,EZDAN 24,,
121494,40875,WUKAIR,,
121495,40875,EZDAN 21,,
121496,40875,EZDAN 22,,
121497,40875,STAFF,,
121498,40876,THUMAMA,,
121499,40876,STAFF,,
121500,40876,NEW THUMAMA (BHND FREE ZONE),,
121501,40876,THUMAMA (HEALTH CENTRE SIDE),,
121505,40877,STAFF,,
121506,40878,DOHA JADEED,,
121507,40878,STAFF,,
121508,40878,OLD GHANIM,,
121509,40878,BEHIND KEO,,
121511,40879,STAFF,,
121512,40879,WAKRAH SOUTH,,
121513,40879,WAKRAH (OOREDOO),,
121514,40880,GHARAFA,,
121515,40880,LUQTA,,
121516,40880,RAYYAN,,
121517,40880,BANI HAJR,,
121518,40880,STAFF,,
121519,40880,SHABIYAT KHALIFA,,
121521,40881,BARWA CITY,,
121522,40881,MESAEMER,,
121523,40881,STAFF,,
121524,40882,MADINAT KHALIFA SOUTH,,
121525,40882,MESSILA,,
121527,40882,STAFF,,
121528,40883,WUKAIR,,
121529,40883,STAFF,,
121530,40883,WUKAIR - STAFF,,
121532,40884,MUSHEIREB,,
121533,40884,FAREEJ ABDUL AZIZ,,
121534,40884,STAFF,,
121535,40885,MURRAH,,
121536,40885,SAILIYA,,
121537,40885,MUAITHER,,
121538,40885,BU SIDRA,,
121539,40885,STAFF,,
121540,40886,WUKAIR,,
121541,40886,STAFF,,
121542,40886,EZDAN 20 ZAHRAT AL JANOUB,,
121543,40887,MUNTAZAH,,
121544,40887,RAWDAT AL KHAIL,,
121545,40887,STAFF,,
121547,40888,THUMAMA,,
121548,40888,STAFF,,
121549,40889,HILAL,,
121550,40889,NUAIJA,,
121551,40889,STAFF,,
121553,40890,WAKRAH HOSPITAL SIDE,,
121554,40890,WAKRAH BEHIND RETAIL MART,,
121555,40890,STAFF,,
121556,40890,WAKRAH SOUTH,,
121557,40890,WAKRAH JANOUB STADIUM,,
121558,40891,EZDAN 3,,
121559,40891,STAFF,,
121561,40892,STAFF,,
121562,40892,AL JANOUB GARDEN,,
121563,40893,MESHAF,,
121564,40893,EZDAN 06,,
121565,40893,STAFF,,
121566,40893,EZDAN 56,,
121567,40894,MAMOURA,,
121568,40894,AZIZIYA,,
121569,40894,AL WAAB,,
121570,40894,STAFF,,
121571,40894,FAREEJ AL SOUDAN,,
121572,40895,MADINAT KHALIFA NORTH,,
121573,40895,MARKHIYA,,
121574,40895,STAFF,,
121575,40895,WESTBAY,,
121576,40895,ONAIZA,,
121577,40895,LEJBAILAT,,
121579,40895,LEKBA (DUHAIL SOUTH),,
121580,40896,EZDAN 07,,
121581,40896,MESHAF,,
121582,40896,STAFF,,
121583,40897,RAS ABU ABOOD,,
121584,40897,OLD SALATA,,
121585,40897,STAFF,,
121586,40898,MANSOURA,,
121587,40898,STAFF,,
121588,40899,STAFF,,
121589,40899,BARWA MADINATNA,,
121592,40900,WAKRAH,,
121593,40900,STAFF,,
121594,40900,WAKRAH QNB SIDE,,
121595,40900,WAKRAH SOUQ SIDE,,
121596,40901,MATAR QADEEM,,
121597,40901,OLD AIRPORT,,
121598,40901,STAFF,,
121599,40902,BIN OMRAN,,
121600,40902,NEW FEREEJ AL HITMI,,
121601,40902,STAFF,,
121602,40903,ABU HAMOUR,,
121603,40903,STAFF,,
121604,40904,DUHAIL,,
121605,40904,GHARAFA,,
121606,40904,STAFF,,
121607,40904,WESTBAY,,
121608,40904,PEARL QATAR,,
121609,40904,UMMSLAL ALI,,
121610,40905,EZDAN OASIS BLOCK A,,
121611,40905,EZDAN OASIS BLOCK C,,
121612,40905,STAFF,,
121613,40905,EZDAN OASIS BLOCK B,,
121614,40906,EZDAN 10,,
121615,40906,EZDAN 08,,
121616,40906,EZDAN 55,,
121617,40906,EZDAN 58,,
121618,40906,STAFF,,
121619,40906,MESHAF,,
121620,40907,EZDAN 05,,
121621,40907,STAFF,,
121622,40908,WAKRA BEACH SIDE,,
121623,40908,STAFF,,
121624,40908,WAKRAH BHND CBQ,,
121625,40908,WAKRAH BHND KIMS,,
121626,40909,BARWA MADINATNA,,
121627,40909,STAFF,,
121628,40909,BARWA MADINATNA - B,,
121629,40909,BARWA MADINATNA - G,,
121630,40910,EZDAN OASIS D BLOCK,,
121631,40910,STAFF,,
121632,40911,JERRY MUSSABAH,,
121633,40911,EZDAN OASIS BLOCK - B,,
121634,40911,WUKAIR - MUAITHER,,
121635,40911,STAFF,,
121636,40911,WAKRAH SOUTH WEST,,
121638,40911,MESAIEED,,
121639,40880,LEBDAY,,
121640,40912,WUKAIR,,
121641,40912,EZDAN 37,,
121642,40912,EZDAN 31,,
121643,40912,STAFF,,
121644,40912,EZDAN OASIS A BLOCK,,
121645,40912,EZDAN OASIS B BLOCK,,
121646,40912,EZDAN OASIS C BLOCK,,
121647,40912,EZDAN OASIS D BLOCK,,
121648,40912,EZDAN 30,,
121649,40912,EZDAN 40,,
121650,40912,YASMIN VILLAGE,,
121651,40912,EZDAN 28,,
121652,40913,WAKRAH,,
121653,40913,WAKRAH JABAL,,
121654,40913,STAFF,,
121655,40913,WAKRAH SPORTS CLUB,,
121656,40913,WAKRAH QNB SIDE,,
121657,40913,WAKRAH BHND RETAIL MART,,
121658,40914,MESHAF,,
121659,40914,STAFF,,
121662,40915,AL NASR,,
121663,40915,AL SADD,,
121664,40915,STAFF,,
121665,40915,GHARAFA,,
121666,40915,BIN MAHMOUD,,
121667,40915,NEW FAREEJ AL HITMI,,
121668,40916,ABU HAMOUR,,
121669,40916,STAFF,,
121670,40916,AIN KHALID,,
121671,40917,OLD AIRPORT,,
121672,40917,STAFF,,
121673,40918,OLD GHANIM,,
121674,40918,UMM GHWALINA,,
121675,40918,OLD SALATA,,
121676,40918,BHND KEO,,
121677,40918,STAFF,,
121678,40918,MANSOURA,,
121679,40918,NAJMA,,
121680,40919,MUSHEREIB,,
121681,40919,FAREEJ ABDUL AZIZ,,
121682,40919,STAFF,,
121683,40919,DOHA JADEED,,
121684,40920,HILAL,,
121685,40920,NUAIJA,,
121686,40920,STAFF,,
121687,40920,NEW SALATA,,
121688,40921,THUMAMA HEALTH CENTER,,
121689,40921,THUMAMA KAHRAMA,,
121690,40921,THUMAMA B SQUARE MALL,,
121691,40921,NEW THUMAMA,,
121692,40921,STAFF,,
121693,40921,BARWA MADINATNA G,,
121694,40921,MESAIMEER MASAKEEN,,
121695,40921,BARWA CITY,,
121696,40921,MESAIMEER ARIANA,,
121701,40922,STAFF,,
121703,40922,AL SOUDAN,,
121704,40922,AZIZIYA,,
121705,40923,BARWA MADINATNA,,
121706,40923,BARWA VILLAGE,,
121707,40923,STAFF,,
121708,40924,BIN OMRAN,,
121709,40924,FAREEJ KHULAIB,,
121710,40924,STAFF,,
121711,40924,MADINATH KHALIFA SOUTH,,
121712,40829,THUMAMA FAMILY PARK SIDE,,
121713,40925,UMM GHWALINA,,
121714,40925,NAJMA,,
121715,40925,STAFF,,
121716,40925,AL MANSOURA,,
121717,40926,ABU HAMOUR,,
121718,40926,AIN KHALID,,
121719,40926,AZIZIA,,
121720,40926,STAFF,,
121721,40926,MURAIKH AL RAYYAN,,
121722,40926,SHABIYAT KHALIFA,,
121723,40926,AL SUDAN,,
121724,40926,BARWA CITY,,
121725,40927,OLD AIRPORT,,
121726,40927,STAFF,,
121727,40928,MUNTAZAH,,
121728,40928,NEW SALATA,,
121729,40928,MAMOURA,,
121730,40928,STAFF,,
121731,40928,ABU HAMOUR,,
121732,40929,OLD GHANIM,,
121733,40929,OLD SALATA,,
121734,40929,MUSHERIEB,,
121735,40929,STAFF,,
121736,40929,BIN MAHMOUD,,
121737,40930,NUAIJA LULU SIDE,,
121738,40930,NUAIJA TEYSEER SIDE,,
121739,40930,STAFF,,
121740,40931,WAKRAH,,
121741,40931,AL MUFTAH VILLAGE,,
121742,40931,AL MADINATHNA,,
121743,40931,STAFF,,
121744,40931,F RING NEW THUMAMA COMPLEX SIDE,,
121745,40931,MESAIEED,,
121746,40932,BIN OMRAN,,
121747,40932,MADINAT KHALIFA SOUTH,,
121748,40932,AL NASR,,
121749,40932,AL SADD,,
121750,40932,AL HITMI,,
121751,40932,STAFF,,
121752,40932,MADINAT KHALIFA NORTH,,
121753,40932,PEARL QATAR,,
121754,40933,THUMAMA,,
121755,40933,THUMAMA  KAHRAMAA SIDE,,
121756,40933,THUMAMA HEALTH CENTER SIDE,,
121757,40933,STAFF,,
121758,40933,THUMAMA BEHIND ANSAR GALLERY,,
121759,40933,THUMAMA FAMILY PARK SIDE,,
121760,40934,EV 22,,
121761,40934,EZDAN OASIS,,
121762,40934,BARWA CITY,,
121763,40934,WUKAIR,,
121764,40934,STAFF,,
121765,40934,EV 18,,
121766,40934,EV 30,,
121767,40934,EV 31,,
121768,40934,EV 39,,
121769,40934,EV 21,,
121770,40934,EZDAN 24,,
121771,40934,EZDAN 20,,
121772,40935,HILAL CBQ SIDE,,
121773,40935,HILAL AL MEERA SIDE,,
121774,40935,AL MANSOURA,,
121775,40935,STAFF,,
121776,40935,DOHA JADEED,,
121777,40935,ABDUL AZIZ,,
121778,40936,F RING ( NEW THUMAMA ),,
121779,40936,AL JANOUB GARDEN (OPPO EV03 ),,
121780,40936,EV 04,,
121781,40936,EV 05,,
121782,40936,EV 06,,
121783,40936,EV 03,,
121784,40936,EV 07,,
121785,40936,EV 10,,
121786,40936,EV 11,,
121787,40936,EV 55,,
121788,40936,MESHAF,,
121789,40936,WUKAIR T / A,,
121790,40936,STAFF,,
121791,40936,EV 09,,
121792,40936,EV 56,,
121793,40937,AL KHOR - STADIUM SIDE,,
121794,40937,BEHIND KABAYAN,,
121795,40937,AL KHOR BEHIND KABAYAN,,
121796,40937,AL KHOR BEHIND ANSAR GALLERY,,
121797,40937,AL KHOR BEHIND SAFARI,,
121798,40937,STAFF,,
121799,40938,UMM GHWALINA,,
121800,40938,OLD SALATA,,
121801,40938,STAFF,,
121802,40938,OLD AL GHANIM,,
121803,40938,FAREEJ ABDUL AZIZ,,
121804,40938,DOHA JADEED,,
121805,40938,AL WAKRAH,,
121806,40939,MUSHEIREB,,
121807,40939,BIN MAHMOUD,,
121808,40939,AL SAAD,,
121809,40939,AL NASAR,,
121810,40939,AL HITMI,,
121811,40939,STAFF,,
121812,40940,GHARAFA,,
121813,40940,KHARAITIYAT,,
121814,40940,STAFF,,
121815,40940,UMM SLAL MOHAMMED,,
121816,40941,MADINAT KHALIFA SOUTH,,
121817,40941,AL MESSILA,,
121818,40941,STAFF,,
121820,40942,FAREEJ KHULAIB,,
121821,40942,MARKHIYA QSC SIDE,,
121822,40942,STAFF,,
121823,40942,BEHIND AL AHLI  HOSPITAL,,
121824,40943,AL KHOR - LULU SIDE,,
121825,40943,AL KHOR BEHIND NISSAN SHOW ROOM,,
121826,40943,STAFF,,
121827,40944,NAJMA,,
121828,40944,MANSOURA,,
121829,40944,STAFF,,
121830,40944,HILAL AL MEERA SIDE,,
121831,40944,HILAL CBQ SIDE,,
121832,40944,MUMTHAZA,,
121833,40944,NEW SALATA,,
121834,40945,AL KHOR OLD TOYOTA  SIDE,,
121835,40945,AL KHOR BEHIND POLICE STATION,,
121836,40945,AL KHOR BEHIND HABARI,,
121837,40945,AL KHOR OLD SPORTS CLUB,,
121838,40945,STAFF,,
121839,40945,AL THAKHIRA,,
121840,40946,ONAIZA,,
121841,40946,DAFNA,,
121842,40946,PEARL QATAR,,
121843,40946,CITY CENTER,,
121844,40946,STAFF,,
121845,40946,LUSAIL,,
121846,40946,LEGTAIFIYA,,
121847,40947,EZDAN 09,,
121848,40947,EZDAN OASIS,,
121849,40947,EZDAN 05,,
121850,40947,WUKAIR ( T A ),,
121851,40947,WUKAIR,,
121852,40947,MESHAF,,
121853,40947,EZDAN  06,,
121854,40947,STAFF,,
121855,40947,AL JANOUB GARDEN,,
121856,40948,LUQTA,,
121857,40948,AL RAYYAN,,
121858,40948,MUAITHER,,
121859,40948,SHABIYATH KHALIFA,,
121860,40948,STAFF,,
121861,40948,DUHAIL ( BEHIND LAND MARK ),,
121862,40948,MURRAH,,
121863,40948,AIN KHALID,,
121864,40949,ABUHAMOUR,,
121865,40949,AIN KHALID,,
121866,40949,MAMOURA,,
121867,40949,NUAIJA TEYSEER SIDE,,
121868,40949,STAFF,,
121869,40949,OLD AIRPORT,,
121870,40949,NUAIJA LULU SIDE,,
121871,40950,AL KHOR OOREDOO,,
121872,40950,AL KHOR FISH MARKET,,
121873,40950,CORNICHE BEHIND LULU,,
121874,40950,AL KHOR CORNICHE BEHIND LULU,,
121875,40950,STAFF,,
121876,40950,AL SULTAN BEACH,,
121877,40950,AL KHOR BEHIND ALFARDAN,,
121878,40950,AL KHOR BEHIND QNB,,
121879,40951,MADINAT KHALIFA NORTH,,
121880,40951,MARKHIYA MRA,,
121881,40951,STAFF,,
121882,40951,DAFNA BEHIND AL MEERA,,
121883,40952,THUMAMA STADIUM SIDE,,
121884,40952,THUMAMA HEALTH CENTER SIDE,,
121885,40952,STAFF,,
121886,40846,DAFNA,,
121887,40914,EZDAN 03,,
121888,40922,LEBDAY,,
121889,40920,FAREEJ AL ALI,,
121890,40819,BARWA MADINATNA - F,,
121891,40912,EZDAN 21,,
121893,40899,BARWA MADINATNA - H,,
121894,40899,BARWA MADINATNA - I,,
121895,40899,BARWA MADIANTNA - J,,
121896,40909,BARWA MADINATNA - A,,
121897,40909,BARWA MADINATNA - C,,
121900,40909,BARWA MADINATNA - F,,
121902,40951,MARKHIYA MRA SIDE,,
121903,40866,WAKRAH NEAR MOE,,
121904,40912,EZDAN 24,,
121905,40946,WEST BAY ( BEHIND INDIAN EMBASSY ),,
121906,40864,EZDAN 26 (MASSAT AL WAKRAH),,
121907,40946,ZIG ZAG,,
121908,40782,EZDAN 18,,
121909,40875,EZDAN 18,,
121910,40892,AL JANOUB GARDEN CP-02,,
121911,40865,AL JANOUB GARDEN CP-01,,
121912,40920,MUNTAZAH,,
121913,40940,DUHAIL ( Q UNIVERSITY HEALTH C ),,
121914,40913,WAKRAH (BHND OOREDOO),,
121915,40913,WAKRAH (BHND KIMS),,
121916,40891,EZDAN 11,,
121917,40907,EZDAN 04,,
121918,40930,HILAL CBQ,,
121919,40930,HILAL AL MEERA,,
121920,40926,MAMOURA,,
121921,40932,BIN MAHMOUD,,
121922,40928,NUAIJA LULU (FAREEJ AL ALI),,
121923,40928,THUMAMA KHARHAMA SIDE,,
121924,40933,NEW THUMAMA,,
121925,40929,DOHA JADEED,,
121926,40929,FAREEJ ABDUL AZIZ,,
121927,40936,EV 58,,
121928,40885,FAREEJ AL MANASEER,,
121929,40906,UMM BESHAR,,
121931,40953,STAFF,,
121937,40954,MESAEED,,
121938,40954,WAKRAH SOUTH,,
121939,40954,WAKRAH-MUAITHER,,
121940,40954,STAFF,,
121941,40881,ARIANE CITY,,
121944,40941,BIN OMRAN,,
121945,40948,GHARAFA,,
121946,40902,FAREEJ KHULAIB,,
121947,40940,DUHAIL ( BEHIND LAND MARK ),,
121948,40940,DAFNA ( BEHIND AL MEERA ),,
121949,40938,OLD AIRPORT,,
121950,40944,DOHA JADDED,,
121951,40944,FAREEJ ABDUL AZIZ,,
121952,40949,MUAITHER,,
121953,40949,MURRAH,,
121955,40949,NEW SALATA,,
121956,40942,MADINAT KHALIFA NORTH,,
121957,40942,MARKHIYA MRA SIDE,,
121958,40945,AL KHOR BEHIND KABAYAN,,
121959,40953,NEW SLATA,,
121961,40950,AL THAKHIRA,,
121962,40940,MADINAT KHALIFA NORTH,,
121963,40940,MARKHIYA ( MRA SIDE ),,
121964,40942,DUHAIL BEHIND ALMEERA,,
121965,40922,AL WAAB,,
121966,40934,EZDAN 37,,
121967,40953,HILAL WEST (AL MEERA),,
121968,40887,FAREEJ AL ALI,,
121969,40883,WUKAIR SOUTH,,
121970,40883,WUKAIR MUAITHER,,
121971,40952,BARWA MADINATNA,,
121972,40952,YASMIN VILLAGE ( EV45 ),,
121973,40947,JASMIN VILLAGE (EV45),,
121974,40868,AL GHANIM,,
121975,40878,AL GHANIM,,
121976,40877,EZDAN 06,,
121977,40877,MESHAF,,
121978,40955,EZDAN 06,,
121979,40955,MESHAF,,
121980,40955,EZDAN 04,,
121981,40955,EZDAN 05,,
121982,40913,AL MUFTAH VILLAGE,,
121983,40874,OLD AIRPORT - SHOPRITE,,
121984,40874,OLD AIRPORT - RASTEC,,
121985,40876,NEW THUMAMA (THUMAMA MALL),,
121986,40881,BARWA VILLAGE,,
121987,40881,SOUQ AL HARAJ,,
121988,40867,OLD AIRPORT (RASTEC),,
121989,40867,OLD AIRPORT (RAJAGIRI),,
121990,40867,OLD AIRPORT (OLD TRAFFIC STN),,
121991,40867,OLD AIRPORT (AMERICAN ACADEMY),,
121992,40917,OLD AIRPORT (RASTEC),,
121993,40917,OLD AIRPORT (SHOPRITE),,
121994,40917,OLD AIRPORT (RAJAGIRI),,
121995,40917,OLD AIRPORT (AMERICAN ACADEMY),,
121996,40917,OLD AIRPORT (PHCC),,
121997,40917,OLD AIRPORT (BHND LULU),,
121998,40901,OLD AIRPORT (PHCC),,
121999,40901,OLD AIRPORT (BHND LULU),,
122000,40934,EZDAN 26,,
122001,40933,BARWA CITY,,
122002,40897,BHND KEO,,
122003,40934,WUKAIR ( T / A),,
122004,40948,DUHAIL ( BEHIND AL MEERA),,
122005,40903,ABU HAMOUR (BHND PETROL STN),,
