School,Bus Plate,Trip Type,Sequence,Stop Name,Activity,Students,Staff,Total Pax,Dist (km),Time (min)
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),2,EZDAN 04 (Part 37),DROP OFF,0,4,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),3,EZDAN 04 (Part 38),DROP OFF,0,4,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),4,EZDAN 05 (Part 1),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),5,EZDAN 05 (Part 2),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),6,EZDAN 05 (Part 3),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),7,EZDAN 05 (Part 4),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),8,EZDAN 05 (Part 5),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),9,EZDAN 05 (Part 6),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),10,EZDAN 05 (Part 7),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),11,EZDAN 05 (Part 8),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),12,EZDAN 05 (Part 9),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),13,EZDAN 05 (Part 10),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),14,EZDAN 08 (Part 2),DROP OFF,1,2,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),15,EZDAN 04 (Part 36),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),2,EZDAN 05 (Part 11),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),3,EZDAN 07 (Part 4),PICK UP,3,1,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),4,EZDAN 06 (Part 1),PICK UP,1,5,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),5,EZDAN 05 (Part 22),PICK UP,0,4,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),6,EZDAN 05 (Part 21),PICK UP,0,4,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),7,EZDAN 05 (Part 20),PICK UP,0,4,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),8,EZDAN 05 (Part 19),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),9,EZDAN 05 (Part 18),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),10,EZDAN 05 (Part 17),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),11,EZDAN 05 (Part 16),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),12,EZDAN 05 (Part 15),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),13,EZDAN 05 (Part 14),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),14,EZDAN 05 (Part 13),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),15,EZDAN 05 (Part 12),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",285189,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,33.93,40.8
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),2,EZDAN 05 (Part 12),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),3,EZDAN 05 (Part 13),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),4,EZDAN 05 (Part 14),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),5,EZDAN 05 (Part 15),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),6,EZDAN 05 (Part 16),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),7,EZDAN 05 (Part 17),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),8,EZDAN 05 (Part 18),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),9,EZDAN 05 (Part 19),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),10,EZDAN 05 (Part 20),DROP OFF,0,4,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),11,EZDAN 05 (Part 21),DROP OFF,0,4,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),12,EZDAN 05 (Part 22),DROP OFF,0,4,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),13,EZDAN 06 (Part 1),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),14,EZDAN 07 (Part 4),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),15,EZDAN 05 (Part 11),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285189,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),2,WUKAIR (Part 11),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),3,WUKAIR (Part 10),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),4,WUKAIR (Part 9),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),5,WUKAIR (Part 8),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),6,WUKAIR (Part 7),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),7,WUKAIR (Part 6),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",187786,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,32.45,37.0
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),2,WUKAIR (Part 6),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),3,WUKAIR (Part 7),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),4,WUKAIR (Part 8),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),5,WUKAIR (Part 9),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),6,WUKAIR (Part 10),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),7,WUKAIR (Part 11),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",187786,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",40938,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",40938,AM (Pickup),2,EZDAN 06 (Part 7),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",40938,AM (Pickup),3,EZDAN 08 (Part 1),PICK UP,2,2,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",40938,AM (Pickup),4,EZDAN 06 (Part 8),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",40938,AM (Pickup),5,SCHOOL,DROP OFF,0,0,0,33.93,40.8
"PODAR PEARL SCHOOL, AL MESHAF",40938,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",40938,PM (Drop-off),2,EZDAN 06 (Part 8),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",40938,PM (Drop-off),3,EZDAN 08 (Part 1),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",40938,PM (Drop-off),4,EZDAN 06 (Part 7),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",40938,PM (Drop-off),5,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),2,EZDAN 06 (Part 9),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),3,EZDAN 10 (Part 1),PICK UP,3,2,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),4,EZDAN 06 (Part 20),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),5,EZDAN 06 (Part 19),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),6,EZDAN 06 (Part 18),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),7,EZDAN 06 (Part 17),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),8,EZDAN 06 (Part 16),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),9,EZDAN 06 (Part 15),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),10,EZDAN 06 (Part 14),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),11,EZDAN 06 (Part 13),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),12,EZDAN 06 (Part 12),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),13,EZDAN 06 (Part 11),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),14,EZDAN 06 (Part 10),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",160835,AM (Pickup),15,SCHOOL,DROP OFF,0,0,0,33.93,40.8
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),2,EZDAN 06 (Part 10),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),3,EZDAN 06 (Part 11),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),4,EZDAN 06 (Part 12),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),5,EZDAN 06 (Part 13),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),6,EZDAN 06 (Part 14),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),7,EZDAN 06 (Part 15),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),8,EZDAN 06 (Part 16),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),9,EZDAN 06 (Part 17),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),10,EZDAN 06 (Part 18),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),11,EZDAN 06 (Part 19),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),12,EZDAN 06 (Part 20),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),13,EZDAN 10 (Part 1),DROP OFF,3,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),14,EZDAN 06 (Part 9),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",160835,PM (Drop-off),15,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),2,EZDAN 06 (Part 21),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),3,EZDAN 10 (Part 3),PICK UP,3,1,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),4,EZDAN 10 (Part 2),PICK UP,3,1,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),5,EZDAN 09 (Part 5),PICK UP,4,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),6,EZDAN 09 (Part 4),PICK UP,4,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),7,EZDAN 09 (Part 3),PICK UP,4,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),8,EZDAN 09 (Part 2),PICK UP,4,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),9,EZDAN 09 (Part 1),PICK UP,4,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),10,EZDAN 07 (Part 3),PICK UP,3,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),11,EZDAN 07 (Part 2),PICK UP,3,2,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),12,EZDAN 07 (Part 1),PICK UP,4,2,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),13,EZDAN 06 (Part 23),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),14,EZDAN 06 (Part 22),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",239622,AM (Pickup),15,SCHOOL,DROP OFF,0,0,0,33.93,40.8
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),2,EZDAN 06 (Part 22),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),3,EZDAN 06 (Part 23),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),4,EZDAN 07 (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),5,EZDAN 07 (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),6,EZDAN 07 (Part 3),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),7,EZDAN 09 (Part 1),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),8,EZDAN 09 (Part 2),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),9,EZDAN 09 (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),10,EZDAN 09 (Part 4),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),11,EZDAN 09 (Part 5),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),12,EZDAN 10 (Part 2),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),13,EZDAN 10 (Part 3),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),14,EZDAN 06 (Part 21),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239622,PM (Drop-off),15,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),2,EZDAN 10 (Part 4),PICK UP,2,1,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),3,EZDAN 56 (Part 1),PICK UP,3,2,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),4,EZDAN 3 (Part 8),PICK UP,2,2,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),5,EZDAN 3 (Part 7),PICK UP,2,2,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),6,EZDAN 3 (Part 6),PICK UP,2,2,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),7,EZDAN 3 (Part 5),PICK UP,2,2,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),8,EZDAN 3 (Part 4),PICK UP,3,2,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),9,EZDAN 3 (Part 3),PICK UP,3,2,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),10,EZDAN 3 (Part 2),PICK UP,3,2,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),11,EZDAN 3 (Part 1),PICK UP,3,3,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),12,EZDAN 29,PICK UP,0,3,3,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),13,EZDAN 11 (Part 3),PICK UP,4,0,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),14,EZDAN 11 (Part 2),PICK UP,4,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),15,EZDAN 11 (Part 1),PICK UP,5,1,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",159762,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,33.93,40.8
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),2,EZDAN 11 (Part 1),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),3,EZDAN 11 (Part 2),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),4,EZDAN 11 (Part 3),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),5,EZDAN 29,DROP OFF,0,3,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),6,EZDAN 3 (Part 1),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),7,EZDAN 3 (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),8,EZDAN 3 (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),9,EZDAN 3 (Part 4),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),10,EZDAN 3 (Part 5),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),11,EZDAN 3 (Part 6),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),12,EZDAN 3 (Part 7),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),13,EZDAN 3 (Part 8),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),14,EZDAN 56 (Part 1),DROP OFF,3,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),15,EZDAN 10 (Part 4),DROP OFF,2,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159762,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),2,BARWA VILLAGE (Part 1),PICK UP,4,2,5,12.90,13.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),3,BARWA MADINATNA - H (Part 2),PICK UP,5,0,5,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),4,BARWA MADINATNA - I (Part 4),PICK UP,4,0,4,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),5,BARWA MADINATNA - I (Part 3),PICK UP,4,0,4,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),6,BARWA MADINATNA - I (Part 2),PICK UP,4,0,4,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),7,BARWA MADINATNA - I (Part 1),PICK UP,5,0,5,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),8,BARWA MADINATNA - H (Part 5),PICK UP,5,0,5,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),9,BARWA MADINATNA - H (Part 4),PICK UP,5,0,5,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),10,BARWA MADINATNA - H (Part 3),PICK UP,5,0,5,17.45,20.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),11,HILAL (Part 5),PICK UP,3,2,5,27.96,33.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),12,HILAL (Part 9),PICK UP,3,1,4,27.96,33.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),13,HILAL (Part 8),PICK UP,3,1,4,27.96,33.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),14,HILAL (Part 7),PICK UP,3,1,4,27.96,33.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),15,HILAL (Part 6),PICK UP,3,1,5,27.96,33.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,32.56,39.5
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),2,HILAL (Part 6),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),3,HILAL (Part 7),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),4,HILAL (Part 8),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),5,HILAL (Part 9),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),6,HILAL (Part 5),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),7,BARWA MADINATNA - H (Part 3),DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),8,BARWA MADINATNA - H (Part 4),DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),9,BARWA MADINATNA - H (Part 5),DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),10,BARWA MADINATNA - I (Part 1),DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),11,BARWA MADINATNA - I (Part 2),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),12,BARWA MADINATNA - I (Part 3),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),13,BARWA MADINATNA - I (Part 4),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",159626,PM (Drop-off),14,BARWA MADINATNA - H (Part 2),DROP OFF,5,0,5,N/A,N/A
